Date,Year,Month,SpawningMonth,Night,B.NB,Colony.ID,Spawn,Total.Vol.mL,Total.Vol.microL
20170622,2017,June,2,-1,Nonbleach,124,0,0,0
20170622,2017,June,2,-1,Nonbleach,146,0,0,0
20170623,2017,June,2,0,Bleach,117,0,0,0
20170623,2017,June,2,0,Bleach,119,0,0,0
20170623,2017,June,2,0,Bleach,121,0,0,0
20170623,2017,June,2,0,Bleach,123,0,0,0
20170623,2017,June,2,0,Bleach,125,1,2.0084,2008.4
20170623,2017,June,2,0,Bleach,149,1,0.0024,2.4
20170623,2017,June,2,0,Bleach,173,1,12.5,12500
20170623,2017,June,2,0,Bleach,175,1,2,2000
20170623,2017,June,2,0,Nonbleach,118,0,0,0
20170623,2017,June,2,0,Nonbleach,120,0,0,0
20170623,2017,June,2,0,Nonbleach,150,0,0,0
20170623,2017,June,2,0,Nonbleach,174,0,0,0
20170623,2017,June,2,0,Nonbleach,116,1,0.0002,0.2
20170623,2017,June,2,0,Nonbleach,124,1,0.0002,0.2
20170623,2017,June,2,0,Nonbleach,146,1,0.2,200
20170624,2017,June,2,1,Bleach,119,0,0,0
20170624,2017,June,2,1,Bleach,121,0,0,0
20170624,2017,June,2,1,Bleach,117,1,0.002,2
20170624,2017,June,2,1,Bleach,123,1,0.5,500
20170624,2017,June,2,1,Bleach,125,1,2,2000
20170624,2017,June,2,1,Bleach,149,1,3,3000
20170624,2017,June,2,1,Bleach,173,1,6,6000
20170624,2017,June,2,1,Bleach,175,1,18,18000
20170624,2017,June,2,1,Nonbleach,116,1,11,11000
20170624,2017,June,2,1,Nonbleach,118,1,0.5,500
20170624,2017,June,2,1,Nonbleach,120,1,2,2000
20170624,2017,June,2,1,Nonbleach,124,1,1,1000
20170624,2017,June,2,1,Nonbleach,146,1,0.01,10
20170624,2017,June,2,1,Nonbleach,150,1,0.0124,12.4
20170624,2017,June,2,1,Nonbleach,174,1,1,1000
20170625,2017,June,2,2,Bleach,119,0,0,0
20170625,2017,June,2,2,Bleach,123,0,0,0
20170625,2017,June,2,2,Bleach,117,1,3,3000
20170625,2017,June,2,2,Bleach,121,1,1.5,1500
20170625,2017,June,2,2,Bleach,125,1,0.0002,0.2
20170625,2017,June,2,2,Bleach,149,1,1,1000
20170625,2017,June,2,2,Bleach,173,1,9,9000
20170625,2017,June,2,2,Bleach,175,1,4,4000
20170625,2017,June,2,2,Nonbleach,116,1,1,1000
20170625,2017,June,2,2,Nonbleach,118,1,9,9000
20170625,2017,June,2,2,Nonbleach,120,1,5,5000
20170625,2017,June,2,2,Nonbleach,124,1,6.5,6500
20170625,2017,June,2,2,Nonbleach,146,1,0.2,200
20170625,2017,June,2,2,Nonbleach,150,1,0.5,500
20170625,2017,June,2,2,Nonbleach,174,1,8.5,8500
20170626,2017,June,2,3,Bleach,123,0,0,0
20170626,2017,June,2,3,Bleach,125,0,0,0
20170626,2017,June,2,3,Bleach,173,0,0,0
20170626,2017,June,2,3,Bleach,117,1,1,1000
20170626,2017,June,2,3,Bleach,119,1,0.0014,1.4
20170626,2017,June,2,3,Bleach,121,1,0.5,500
20170626,2017,June,2,3,Bleach,149,1,0.5,500
20170626,2017,June,2,3,Bleach,175,1,0.2,200
20170626,2017,June,2,3,Nonbleach,118,0,0,0
20170626,2017,June,2,3,Nonbleach,150,0,0,0
20170626,2017,June,2,3,Nonbleach,116,1,0.5,500
20170626,2017,June,2,3,Nonbleach,120,1,0.001,1
20170626,2017,June,2,3,Nonbleach,124,1,0.5,500
20170626,2017,June,2,3,Nonbleach,146,1,0.5,500
20170626,2017,June,2,3,Nonbleach,174,1,0.5,500
20170627,2017,June,2,4,Bleach,119,0,0,0
20170627,2017,June,2,4,Bleach,121,0,0,0
20170627,2017,June,2,4,Bleach,123,0,0,0
20170627,2017,June,2,4,Bleach,125,0,0,0
20170627,2017,June,2,4,Bleach,173,0,0,0
20170627,2017,June,2,4,Bleach,117,1,0.001,1
20170627,2017,June,2,4,Bleach,149,1,0.001,1
20170627,2017,June,2,4,Bleach,175,1,0.5,500
20170627,2017,June,2,4,Nonbleach,116,0,0,0
20170627,2017,June,2,4,Nonbleach,118,0,0,0
20170627,2017,June,2,4,Nonbleach,120,0,0,0
20170627,2017,June,2,4,Nonbleach,124,0,0,0
20170627,2017,June,2,4,Nonbleach,146,0,0,0
20170627,2017,June,2,4,Nonbleach,150,0,0,0
20170627,2017,June,2,4,Nonbleach,174,0,0,0
20170628,2017,June,2,5,Bleach,119,0,0,0
20170628,2017,June,2,5,Bleach,121,0,0,0
20170628,2017,June,2,5,Bleach,123,0,0,0
20170628,2017,June,2,5,Bleach,125,0,0,0
20170628,2017,June,2,5,Bleach,173,0,0,0
20170628,2017,June,2,5,Bleach,117,0,0,0
20170628,2017,June,2,5,Bleach,149,0,0,0
20170628,2017,June,2,5,Bleach,175,0,0,0
20170628,2017,June,2,5,Nonbleach,116,0,0,0
20170628,2017,June,2,5,Nonbleach,118,0,0,0
20170628,2017,June,2,5,Nonbleach,120,0,0,0
20170628,2017,June,2,5,Nonbleach,124,0,0,0
20170628,2017,June,2,5,Nonbleach,146,0,0,0
20170628,2017,June,2,5,Nonbleach,150,0,0,0
20170628,2017,June,2,5,Nonbleach,174,0,0,0
20170629,2017,June,2,6,Bleach,119,0,0,0
20170629,2017,June,2,6,Bleach,121,0,0,0
20170629,2017,June,2,6,Bleach,123,0,0,0
20170629,2017,June,2,6,Bleach,125,0,0,0
20170629,2017,June,2,6,Bleach,173,0,0,0
20170629,2017,June,2,6,Bleach,117,0,0,0
20170629,2017,June,2,6,Bleach,149,0,0,0
20170629,2017,June,2,6,Bleach,175,0,0,0
20170629,2017,June,2,6,Nonbleach,116,0,0,0
20170629,2017,June,2,6,Nonbleach,118,0,0,0
20170629,2017,June,2,6,Nonbleach,120,0,0,0
20170629,2017,June,2,6,Nonbleach,124,0,0,0
20170629,2017,June,2,6,Nonbleach,146,0,0,0
20170629,2017,June,2,6,Nonbleach,150,0,0,0
20170629,2017,June,2,6,Nonbleach,174,0,0,0
20170721,2017,July,3,-1,Bleach,117,0,0,0
20170721,2017,July,3,-1,Bleach,119,0,0,0
20170721,2017,July,3,-1,Bleach,121,0,0,0
20170721,2017,July,3,-1,Bleach,123,0,0,0
20170721,2017,July,3,-1,Bleach,125,0,0,0
20170721,2017,July,3,-1,Bleach,149,0,0,0
20170721,2017,July,3,-1,Bleach,173,0,0,0
20170721,2017,July,3,-1,Bleach,175,0,0,0
20170721,2017,July,3,-1,Nonbleach,116,0,0,0
20170721,2017,July,3,-1,Nonbleach,118,0,0,0
20170721,2017,July,3,-1,Nonbleach,120,0,0,0
20170721,2017,July,3,-1,Nonbleach,124,0,0,0
20170721,2017,July,3,-1,Nonbleach,146,0,0,0
20170721,2017,July,3,-1,Nonbleach,150,0,0,0
20170721,2017,July,3,-1,Nonbleach,174,0,0,0
20170722,2017,July,3,0,Bleach,117,0,0,0
20170722,2017,July,3,0,Bleach,119,0,0,0
20170722,2017,July,3,0,Bleach,121,0,0,0
20170722,2017,July,3,0,Bleach,123,0,0,0
20170722,2017,July,3,0,Bleach,125,0,0,0
20170722,2017,July,3,0,Bleach,149,0,0,0
20170722,2017,July,3,0,Bleach,173,0,0,0
20170722,2017,July,3,0,Bleach,175,0,0,0
20170722,2017,July,3,0,Nonbleach,116,0,0,0
20170722,2017,July,3,0,Nonbleach,118,0,0,0
20170722,2017,July,3,0,Nonbleach,120,0,0,0
20170722,2017,July,3,0,Nonbleach,124,0,0,0
20170722,2017,July,3,0,Nonbleach,146,0,0,0
20170722,2017,July,3,0,Nonbleach,150,0,0,0
20170722,2017,July,3,0,Nonbleach,174,0,0,0
20170723,2017,July,3,1,Bleach,117,0,0,0
20170723,2017,July,3,1,Bleach,119,0,0,0
20170723,2017,July,3,1,Bleach,121,0,0,0
20170723,2017,July,3,1,Bleach,123,0,0,0
20170723,2017,July,3,1,Bleach,125,0,0,0
20170723,2017,July,3,1,Bleach,149,0,0,0
20170723,2017,July,3,1,Bleach,173,0,0,0
20170723,2017,July,3,1,Bleach,175,0,0,0
20170723,2017,July,3,1,Nonbleach,116,0,0,0
20170723,2017,July,3,1,Nonbleach,118,0,0,0
20170723,2017,July,3,1,Nonbleach,120,0,0,0
20170723,2017,July,3,1,Nonbleach,124,0,0,0
20170723,2017,July,3,1,Nonbleach,146,0,0,0
20170723,2017,July,3,1,Nonbleach,150,0,0,0
20170723,2017,July,3,1,Nonbleach,174,0,0,0
20170724,2017,July,3,2,Bleach,117,0,0,0
20170724,2017,July,3,2,Bleach,119,0,0,0
20170724,2017,July,3,2,Bleach,121,0,0,0
20170724,2017,July,3,2,Bleach,123,0,0,0
20170724,2017,July,3,2,Bleach,125,0,0,0
20170724,2017,July,3,2,Bleach,149,0,0,0
20170724,2017,July,3,2,Bleach,173,0,0,0
20170724,2017,July,3,2,Bleach,175,0,0,0
20170724,2017,July,3,2,Nonbleach,116,0,0,0
20170724,2017,July,3,2,Nonbleach,118,0,0,0
20170724,2017,July,3,2,Nonbleach,120,0,0,0
20170724,2017,July,3,2,Nonbleach,124,0,0,0
20170724,2017,July,3,2,Nonbleach,146,0,0,0
20170724,2017,July,3,2,Nonbleach,150,0,0,0
20170724,2017,July,3,2,Nonbleach,174,0,0,0
20170725,2017,July,3,3,Bleach,117,0,0,0
20170725,2017,July,3,3,Bleach,119,0,0,0
20170725,2017,July,3,3,Bleach,121,0,0,0
20170725,2017,July,3,3,Bleach,123,0,0,0
20170725,2017,July,3,3,Bleach,125,0,0,0
20170725,2017,July,3,3,Bleach,149,0,0,0
20170725,2017,July,3,3,Bleach,173,0,0,0
20170725,2017,July,3,3,Bleach,175,0,0,0
20170725,2017,July,3,3,Nonbleach,116,0,0,0
20170725,2017,July,3,3,Nonbleach,118,0,0,0
20170725,2017,July,3,3,Nonbleach,120,0,0,0
20170725,2017,July,3,3,Nonbleach,124,0,0,0
20170725,2017,July,3,3,Nonbleach,146,0,0,0
20170725,2017,July,3,3,Nonbleach,150,0,0,0
20170725,2017,July,3,3,Nonbleach,174,0,0,0
20170726,2017,July,3,4,Bleach,117,0,0,0
20170726,2017,July,3,4,Bleach,119,0,0,0
20170726,2017,July,3,4,Bleach,121,0,0,0
20170726,2017,July,3,4,Bleach,123,0,0,0
20170726,2017,July,3,4,Bleach,125,0,0,0
20170726,2017,July,3,4,Bleach,149,0,0,0
20170726,2017,July,3,4,Bleach,173,0,0,0
20170726,2017,July,3,4,Bleach,175,0,0,0
20170726,2017,July,3,4,Nonbleach,116,0,0,0
20170726,2017,July,3,4,Nonbleach,118,0,0,0
20170726,2017,July,3,4,Nonbleach,120,0,0,0
20170726,2017,July,3,4,Nonbleach,124,0,0,0
20170726,2017,July,3,4,Nonbleach,146,0,0,0
20170726,2017,July,3,4,Nonbleach,150,0,0,0
20170726,2017,July,3,4,Nonbleach,174,0,0,0
20170727,2017,July,3,5,Bleach,117,0,0,0
20170727,2017,July,3,5,Bleach,119,0,0,0
20170727,2017,July,3,5,Bleach,121,0,0,0
20170727,2017,July,3,5,Bleach,123,0,0,0
20170727,2017,July,3,5,Bleach,125,0,0,0
20170727,2017,July,3,5,Bleach,149,0,0,0
20170727,2017,July,3,5,Bleach,173,0,0,0
20170727,2017,July,3,5,Bleach,175,0,0,0
20170727,2017,July,3,5,Nonbleach,116,0,0,0
20170727,2017,July,3,5,Nonbleach,118,0,0,0
20170727,2017,July,3,5,Nonbleach,120,0,0,0
20170727,2017,July,3,5,Nonbleach,124,0,0,0
20170727,2017,July,3,5,Nonbleach,146,0,0,0
20170727,2017,July,3,5,Nonbleach,150,0,0,0
20170727,2017,July,3,5,Nonbleach,174,0,0,0
20170728,2017,July,3,6,Bleach,117,0,0,0
20170728,2017,July,3,6,Bleach,119,0,0,0
20170728,2017,July,3,6,Bleach,121,0,0,0
20170728,2017,July,3,6,Bleach,123,0,0,0
20170728,2017,July,3,6,Bleach,125,0,0,0
20170728,2017,July,3,6,Bleach,149,0,0,0
20170728,2017,July,3,6,Bleach,173,0,0,0
20170728,2017,July,3,6,Bleach,175,0,0,0
20170728,2017,July,3,6,Nonbleach,116,0,0,0
20170728,2017,July,3,6,Nonbleach,118,0,0,0
20170728,2017,July,3,6,Nonbleach,120,0,0,0
20170728,2017,July,3,6,Nonbleach,124,0,0,0
20170728,2017,July,3,6,Nonbleach,146,0,0,0
20170728,2017,July,3,6,Nonbleach,150,0,0,0
20170728,2017,July,3,6,Nonbleach,174,0,0,0
