Date,Year,Month,SpawningMonth,Spawning.Night,Parental.Performance,Colony.ID,Colony,Status,Spawn,Time.Start,Time.End,Total.Vol.mL,Total.Vol.microL,PlanarArea.cm2,microL.cm2,AccumulativeOutput.mL.cm2
20170627,2017,June,2,4,Bleach,117,117,ALIVE,1,21:06,21:38,0.001,1,169.84,0.006,25.337
20170722,2017,July,3,0,Bleach,117,117,ALIVE,0,NA,NA,0,0,169.84,0,25.337
20170723,2017,July,3,1,Bleach,117,117,ALIVE,0,NA,NA,0,0,169.84,0,25.337
20170724,2017,July,3,2,Bleach,117,117,ALIVE,0,NA,NA,0,0,169.84,0,25.337
20170725,2017,July,3,3,Bleach,117,117,ALIVE,0,NA,NA,0,0,169.84,0,25.337
20170726,2017,July,3,4,Bleach,117,117,ALIVE,0,NA,NA,0,0,169.84,0,25.337
20170524,2017,May,1,-1,Nonbleach,118/330,118,ALIVE,0,NA,NA,0,0,353.41,0,0
20170525,2017,May,1,0,Nonbleach,118/330,118,ALIVE,1,21:05,21:49,0.1,100,353.41,0.283,0.283
20170526,2017,May,1,1,Nonbleach,118/330,118,ALIVE,1,21:10,21:30,0.2,200,353.41,0.566,0.849
20170527,2017,May,1,2,Nonbleach,118/330,118,ALIVE,0,NA,NA,0,0,353.41,0,0.849
20170528,2017,May,1,3,Nonbleach,118/330,118,ALIVE,0,NA,NA,0,0,353.41,0,0.849
20170623,2017,June,2,0,Nonbleach,118/330,118,ALIVE,0,NA,NA,0,0,353.41,0,0.849
20170624,2017,June,2,1,Nonbleach,118/330,118,ALIVE,1,20:50,21:54,0.5,500,353.41,1.415,2.264
20170625,2017,June,2,2,Nonbleach,118/330,118,ALIVE,1,20:52,21:12,9,9000,353.41,25.466,27.73
20170626,2017,June,2,3,Nonbleach,118/330,118,ALIVE,0,NA,NA,0,0,353.41,0,27.73
20170627,2017,June,2,4,Nonbleach,118/330,118,ALIVE,0,NA,NA,0,0,353.41,0,27.73
20170722,2017,July,3,0,Nonbleach,118/330,118,ALIVE,0,NA,NA,0,0,353.41,0,27.73
20170723,2017,July,3,1,Nonbleach,118/330,118,ALIVE,0,NA,NA,0,0,353.41,0,27.73
20170724,2017,July,3,2,Nonbleach,118/330,118,ALIVE,0,NA,NA,0,0,353.41,0,27.73
20170725,2017,July,3,3,Nonbleach,118/330,118,ALIVE,0,NA,NA,0,0,353.41,0,27.73
20170726,2017,July,3,4,Nonbleach,118/330,118,ALIVE,0,NA,NA,0,0,353.41,0,27.73
20170524,2017,May,1,-1,Bleach,119/337,119,ALIVE,0,NA,NA,0,0,67.93,0,0
20170525,2017,May,1,0,Bleach,119/337,119,ALIVE,0,NA,NA,0,0,67.93,0,0
20170526,2017,May,1,1,Bleach,119/337,119,ALIVE,0,NA,NA,0,0,67.93,0,0
20170527,2017,May,1,2,Bleach,119/337,119,ALIVE,0,NA,NA,0,0,67.93,0,0
20170528,2017,May,2,3,Bleach,119/337,119,ALIVE,0,NA,NA,0,0,67.93,0,0
20170623,2017,June,2,0,Bleach,119/337,119,ALIVE,0,NA,NA,0,0,67.93,0,0
20170624,2017,June,2,1,Bleach,119/337,119,ALIVE,0,NA,NA,0,0,67.93,0,0
20170625,2017,June,2,2,Bleach,119/337,119,ALIVE,0,NA,NA,0,0,67.93,0,0
20170626,2017,June,2,3,Bleach,119/337,119,ALIVE,1,21:20,21:20,0.001,1.4,67.93,0.021,0.021
20170627,2017,June,2,4,Bleach,119/337,119,ALIVE,0,NA,NA,0,0,67.93,0,0.021
20170722,2017,July,3,0,Bleach,119/337,119,DEAD,0,NA,NA,0,0,67.93,0,0.021
20170723,2017,July,3,1,Bleach,119/337,119,DEAD,0,NA,NA,0,0,67.93,0,0.021
20170724,2017,July,3,2,Bleach,119/337,119,DEAD,0,NA,NA,0,0,67.93,0,0.021
20170725,2017,July,3,3,Bleach,119/337,119,DEAD,0,NA,NA,0,0,67.93,0,0.021
20170726,2017,July,3,4,Bleach,119/337,119,DEAD,0,NA,NA,0,0,67.93,0,0.021
20170524,2017,May,1,-1,Nonbleach,120/328,120,ALIVE,0,NA,NA,0,0,263.18,0,0
20170525,2017,May,1,0,Nonbleach,120/328,120,ALIVE,0,NA,NA,0,0,263.18,0,0
20170526,2017,May,1,1,Nonbleach,120/328,120,ALIVE,0,NA,NA,0,0,263.18,0,0
20170527,2017,May,1,2,Nonbleach,120/328,120,ALIVE,0,NA,NA,0,0,263.18,0,0
20170528,2017,May,2,3,Nonbleach,120/328,120,ALIVE,0,NA,NA,0,0,263.18,0,0
20170623,2017,June,2,0,Nonbleach,120/328,120,ALIVE,0,NA,NA,0,0,263.18,0,0
20170624,2017,June,2,1,Nonbleach,120/328,120,ALIVE,1,20:50,,2,2000,263.18,7.599,7.599
20170625,2017,June,2,2,Nonbleach,120/328,120,ALIVE,1,20:55,21:15,5,5000,263.18,18.998,26.597
20170626,2017,June,2,3,Nonbleach,120/328,120,ALIVE,1,20:58,21:17,0.001,1,263.18,0.004,26.601
20170627,2017,June,2,4,Nonbleach,120/328,120,ALIVE,0,NA,NA,0,0,263.18,0,26.601
20170722,2017,July,3,0,Nonbleach,120/328,120,ALIVE,0,NA,NA,0,0,263.18,0,26.601
20170723,2017,July,3,1,Nonbleach,120/328,120,ALIVE,0,NA,NA,0,0,263.18,0,26.601
20170724,2017,July,3,2,Nonbleach,120/328,120,ALIVE,0,NA,NA,0,0,263.18,0,26.601
20170725,2017,July,3,3,Nonbleach,120/328,120,ALIVE,0,NA,NA,0,0,263.18,0,26.601
20170726,2017,July,3,4,Nonbleach,120/328,120,ALIVE,0,NA,NA,0,0,263.18,0,26.601
20170524,2017,May,1,-1,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,0
20170525,2017,May,1,0,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,0
20170526,2017,May,1,1,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,0
20170527,2017,May,1,2,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,0
20170528,2017,May,2,3,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,0
20170623,2017,June,2,0,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,0
20170624,2017,June,2,1,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,0
20170625,2017,June,2,2,Bleach,121/339,121,ALIVE,1,20:59,21:18,1.5,1500,48.44,30.966,30.966
20170626,2017,June,2,3,Bleach,121/339,121,ALIVE,1,20:55,21:27,0.5,500,48.44,10.322,41.288
20170627,2017,June,2,4,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,41.288
20170722,2017,July,3,0,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,41.288
20170723,2017,July,3,1,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,41.288
20170724,2017,July,3,2,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,41.288
20170725,2017,July,3,3,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,41.288
20170726,2017,July,3,4,Bleach,121/339,121,ALIVE,0,NA,NA,0,0,48.44,0,41.288
20170524,2017,May,1,-1,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,0
20170525,2017,May,1,0,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,0
20170526,2017,May,1,1,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,0
20170527,2017,May,1,2,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,0
20170528,2017,May,2,3,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,0
20170623,2017,June,2,0,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,0
20170624,2017,June,2,1,Bleach,123/333,123,ALIVE,1,20:52,22:00,0.5,500,406.86,1.229,1.229
20170625,2017,June,2,2,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,1.229
20170626,2017,June,2,3,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,1.229
20170627,2017,June,2,4,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,1.229
20170722,2017,July,3,0,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,1.229
20170723,2017,July,3,1,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,1.229
20170724,2017,July,3,2,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,1.229
20170725,2017,July,3,3,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,1.229
20170726,2017,July,3,4,Bleach,123/333,123,ALIVE,0,NA,NA,0,0,406.86,0,1.229
20170524,2017,May,1,-1,Nonbleach,124/336,124,ALIVE,0,NA,NA,0,0,371.816,0,0
20170525,2017,May,1,0,Nonbleach,124/336,124,ALIVE,0,NA,NA,0,0,371.816,0,0
20170526,2017,May,1,1,Nonbleach,124/336,124,ALIVE,1,20:45,21:27,2.5,2500,371.816,6.723755836,6.723755836
20170527,2017,May,1,2,Nonbleach,124/336,124,ALIVE,0,NA,NA,0,0,371.816,0,6.723755836
20170528,2017,May,2,3,Nonbleach,124/336,124,ALIVE,0,NA,NA,0,0,371.816,0,6.723755836
20170623,2017,June,2,0,Nonbleach,124/336,124,ALIVE,1,21:47,21:47,0,0.2,371.816,0.0005379,6.724293737
20170624,2017,June,2,1,Nonbleach,124/336,124,ALIVE,1,20:47,21:34,1,1000,371.816,2.689502334,9.413796071
20170625,2017,June,2,2,Nonbleach,124/336,124,ALIVE,1,20:51,21:20,6.5,6500,371.816,17.48176517,26.89556125
20170626,2017,June,2,3,Nonbleach,124/336,124,ALIVE,1,20:58,21:40,0.5,500,371.816,1.344751167,28.24031241
20170627,2017,June,2,4,Nonbleach,124/336,124,ALIVE,0,NA,NA,0,0,371.816,0,28.24031241
20170722,2017,July,3,0,Nonbleach,124/336,124,ALIVE,0,NA,NA,0,0,371.816,0,28.24031241
20170723,2017,July,3,1,Nonbleach,124/336,124,ALIVE,0,NA,NA,0,0,371.816,0,28.24031241
20170724,2017,July,3,2,Nonbleach,124/336,124,ALIVE,0,NA,NA,0,0,371.816,0,28.24031241
20170725,2017,July,3,3,Nonbleach,124/336,124,ALIVE,0,NA,NA,0,0,371.816,0,28.24031241
20170726,2017,July,3,4,Nonbleach,124/336,124,ALIVE,0,NA,NA,0,0,371.816,0,28.24031241
20170524,2017,May,1,-1,Bleach,125/335,125,ALIVE,0,NA,NA,0,0,523.32,0,0
20170525,2017,May,1,0,Bleach,125/335,125,ALIVE,1,20:52,21:37,18,18000,523.32,34.396,34.396
20170526,2017,May,1,1,Bleach,125/335,125,ALIVE,0,NA,NA,0,0,523.32,0,34.396
20170527,2017,May,1,2,Bleach,125/335,125,ALIVE,0,NA,NA,0,0,523.32,0,34.396
20170528,2017,May,2,3,Bleach,125/335,125,ALIVE,0,NA,NA,0,0,523.32,0,34.396
20170623,2017,June,2,0,Bleach,125/335,125,ALIVE,1,20:52,21:37,2.008,2008.4,523.32,3.838,38.234
20170624,2017,June,2,1,Bleach,125/335,125,ALIVE,1,20:50,22:05,2,2000,523.32,3.822,42.056
20170625,2017,June,2,2,Bleach,125/335,125,ALIVE,1,21:14,21:14,0,0.2,523.32,0,42.056
20170626,2017,June,2,3,Bleach,125/335,125,ALIVE,0,NA,NA,0,0,523.32,0,42.056
20170627,2017,June,2,4,Bleach,125/335,125,ALIVE,0,NA,NA,0,0,523.32,0,42.056
20170722,2017,July,3,0,Bleach,125/335,125,ALIVE,0,NA,NA,0,0,523.32,0,42.056
20170723,2017,July,3,1,Bleach,125/335,125,ALIVE,0,NA,NA,0,0,523.32,0,42.056
20170724,2017,July,3,2,Bleach,125/335,125,ALIVE,0,NA,NA,0,0,523.32,0,42.056
20170725,2017,July,3,3,Bleach,125/335,125,ALIVE,0,NA,NA,0,0,523.32,0,42.056
20170726,2017,July,3,4,Bleach,125/335,125,ALIVE,0,NA,NA,0,0,523.32,0,42.056
20170524,2017,May,1,-1,Nonbleach,146/326,146,ALIVE,0,NA,NA,0,0,745.73,0,0
20170525,2017,May,1,0,Nonbleach,146/326,146,ALIVE,1,21:32,21:35,0.001,1,745.73,0.001,0.001
20170526,2017,May,1,1,Nonbleach,146/326,146,ALIVE,1,20:49,21:50,2.5,2500,745.73,3.352,3.353
20170527,2017,May,1,2,Nonbleach,146/326,146,ALIVE,1,20:53,21:26,1,1000,745.73,1.341,4.694
20170528,2017,May,2,3,Nonbleach,146/326,146,ALIVE,0,NA,NA,0,0,745.73,0,4.694
20170623,2017,June,2,0,Nonbleach,146/326,146,ALIVE,1,21:10,21:40,0.2,200,745.73,0.268,4.962
20170624,2017,June,2,1,Nonbleach,146/326,146,ALIVE,1,20:59,,0.01,10,745.73,0.013,4.975
20170625,2017,June,2,2,Nonbleach,146/326,146,ALIVE,1,20:53,21:45,0.2,200,745.73,0.268,5.243
20170626,2017,June,2,3,Nonbleach,146/326,146,ALIVE,1,20:56,21:35,0.5,500,745.73,0.67,5.913
20170627,2017,June,2,4,Nonbleach,146/326,146,ALIVE,0,NA,NA,0,0,745.73,0,5.913
20170722,2017,July,3,0,Nonbleach,146/326,146,ALIVE,0,NA,NA,0,0,745.73,0,5.913
20170723,2017,July,3,1,Nonbleach,146/326,146,ALIVE,0,NA,NA,0,0,745.73,0,5.913
20170724,2017,July,3,2,Nonbleach,146/326,146,ALIVE,0,NA,NA,0,0,745.73,0,5.913
20170725,2017,July,3,3,Nonbleach,146/326,146,ALIVE,0,NA,NA,0,0,745.73,0,5.913
20170726,2017,July,3,4,Nonbleach,146/326,146,ALIVE,0,NA,NA,0,0,745.73,0,5.913
20170524,2017,May,1,-1,Bleach,149/329,149,ALIVE,0,NA,NA,0,0,348.14,0,0
20170525,2017,May,1,0,Bleach,149/329,149,ALIVE,0,NA,NA,0,0,348.14,0,0
20170526,2017,May,1,1,Bleach,149/329,149,ALIVE,1,20:45,21:18,1.9,1900,348.14,5.458,5.458
20170527,2017,May,1,2,Bleach,149/329,149,ALIVE,1,20:59,21:21,0.1,100,348.14,0.287,5.745
20170528,2017,May,2,3,Bleach,149/329,149,ALIVE,0,NA,NA,0,0,348.14,0,5.745
20170623,2017,June,2,0,Bleach,149/329,149,ALIVE,1,20:59,21:37,0.002,2.4,348.14,0.007,5.752
20170624,2017,June,2,1,Bleach,149/329,149,ALIVE,1,20:42,21:19,3,3000,348.14,8.617,14.369
20170625,2017,June,2,2,Bleach,149/329,149,ALIVE,1,20:49,21:41,1,1000,348.14,2.872,17.241
20170626,2017,June,2,3,Bleach,149/329,149,ALIVE,1,20:52,21:42,0.5,500,348.14,1.436,18.677
20170627,2017,June,2,4,Bleach,149/329,149,ALIVE,1,20:57,21:27,0.001,1,348.14,0.003,18.68
20170722,2017,July,3,0,Bleach,149/329,149,ALIVE,0,NA,NA,0,0,348.14,0,18.68
20170723,2017,July,3,1,Bleach,149/329,149,ALIVE,0,NA,NA,0,0,348.14,0,18.68
20170724,2017,July,3,2,Bleach,149/329,149,ALIVE,0,NA,NA,0,0,348.14,0,18.68
20170725,2017,July,3,3,Bleach,149/329,149,ALIVE,0,NA,NA,0,0,348.14,0,18.68
20170726,2017,July,3,4,Bleach,149/329,149,ALIVE,0,NA,NA,0,0,348.14,0,18.68
20170524,2017,May,1,-1,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,586.75,0,0
20170525,2017,May,1,0,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,253.227,0,0
20170526,2017,May,1,1,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,253.227,0,0
20170527,2017,May,1,2,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,253.227,0,0
20170528,2017,May,2,3,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,253.227,0,0
20170623,2017,June,2,0,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,253.227,0,0
20170624,2017,June,2,1,Nonbleach,150/338,150,ALIVE,1,20:55,21:25,0.012,12.4,253.227,0.048967922,0.048967922
20170625,2017,June,2,2,Nonbleach,150/338,150,ALIVE,1,20:55,21:43,0.5,500,253.227,1.974512986,2.023480908
20170626,2017,June,2,3,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,253.227,0,2.023480908
20170627,2017,June,2,4,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,253.227,0,2.023480908
20170722,2017,July,3,0,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,253.227,0,2.023480908
20170723,2017,July,3,1,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,253.227,0,2.023480908
20170724,2017,July,3,2,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,253.227,0,2.023480908
20170725,2017,July,3,3,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,253.227,0,2.023480908
20170726,2017,July,3,4,Nonbleach,150/338,150,ALIVE,0,NA,NA,0,0,253.227,0,2.023480908
20170524,2017,May,1,-1,Bleach,173/331,173,ALIVE,0,NA,NA,0,0,880.86,0,0
20170525,2017,May,1,0,Bleach,173/331,173,ALIVE,0,NA,NA,0,0,880.86,0,0
20170526,2017,May,1,1,Bleach,173/331,173,ALIVE,0,NA,NA,0,0,880.86,0,0
20170527,2017,May,1,2,Bleach,173/331,173,ALIVE,0,NA,NA,0,0,880.86,0,0
20170528,2017,May,2,3,Bleach,173/331,173,ALIVE,0,NA,NA,0,0,880.86,0,0
20170623,2017,June,2,0,Bleach,173/331,173,ALIVE,1,20:51,22:00,12.5,12500,880.86,14.191,14.191
20170624,2017,June,2,1,Bleach,173/331,173,ALIVE,1,20:52,21:16,6,6000,880.86,6.812,21.003
20170625,2017,June,2,2,Bleach,173/331,173,ALIVE,1,20:49,21:57,9,9000,880.86,10.217,31.22
20170626,2017,June,2,3,Bleach,173/331,173,ALIVE,0,NA,NA,0,0,880.86,0,31.22
20170627,2017,June,2,4,Bleach,173/331,173,ALIVE,0,NA,NA,0,0,880.86,0,31.22
20170722,2017,July,3,0,Bleach,173/331,173,ALIVE,0,NA,NA,0,0,880.86,0,31.22
20170723,2017,July,3,1,Bleach,173/331,173,ALIVE,0,NA,NA,0,0,880.86,0,31.22
20170724,2017,July,3,2,Bleach,173/331,173,ALIVE,0,NA,NA,0,0,880.86,0,31.22
20170725,2017,July,3,3,Bleach,173/331,173,ALIVE,0,NA,NA,0,0,880.86,0,31.22
20170726,2017,July,3,4,Bleach,173/331,173,ALIVE,0,NA,NA,0,0,880.86,0,31.22
20170525,2017,May,1,-1,Nonbleach,174/334,174,ALIVE,0,NA,NA,0,0,510.86,0,0
20170525,2017,May,1,0,Nonbleach,174/334,174,ALIVE,0,NA,NA,0,0,510.86,0,0
20170526,2017,May,1,1,Nonbleach,174/334,174,ALIVE,0,NA,NA,0,0,510.86,0,0
20170527,2017,May,1,2,Nonbleach,174/334,174,ALIVE,0,NA,NA,0,0,510.86,0,0
20170528,2017,May,2,3,Nonbleach,174/334,174,ALIVE,0,NA,NA,0,0,510.86,0,0
20170623,2017,June,2,0,Nonbleach,174/334,174,ALIVE,0,NA,NA,0,0,510.86,0,0
20170624,2017,June,2,1,Nonbleach,174/334,174,ALIVE,1,21:07,22:00,1,1000,510.86,1.957,1.957
20170625,2017,June,2,2,Nonbleach,174/334,174,ALIVE,1,20:47,21:47,8.5,8500,510.86,16.639,18.596
20170626,2017,June,2,3,Nonbleach,174/334,174,ALIVE,1,*2048,21:33,0.5,500,510.86,0.979,19.575
20170627,2017,June,2,4,Nonbleach,174/334,174,ALIVE,0,NA,NA,0,0,510.86,0,19.575
20170722,2017,July,3,0,Nonbleach,174/334,174,ALIVE,0,NA,NA,0,0,510.86,0,19.575
20170723,2017,July,3,1,Nonbleach,174/334,174,ALIVE,0,NA,NA,0,0,510.86,0,19.575
20170724,2017,July,3,2,Nonbleach,174/334,174,ALIVE,0,NA,NA,0,0,510.86,0,19.575
20170725,2017,July,3,3,Nonbleach,174/334,174,ALIVE,0,NA,NA,0,0,510.86,0,19.575
20170726,2017,July,3,4,Nonbleach,174/334,174,ALIVE,0,NA,NA,0,0,510.86,0,19.575
20170524,2017,May,1,-1,Bleach,175/327,175,ALIVE,0,NA,NA,0,0,843.77,0,0
20170525,2017,May,1,0,Bleach,175/327,175,ALIVE,1,20:52,21:45,1,1000,843.77,1.185,1.185
20170526,2017,May,1,1,Bleach,175/327,175,ALIVE,1,20:50,21:48,0.2,200,843.77,0.237,1.422
20170527,2017,May,1,2,Bleach,175/327,175,ALIVE,0,NA,NA,0,0,843.77,0,1.422
20170528,2017,May,2,3,Bleach,175/327,175,ALIVE,0,NA,NA,0,0,843.77,0,1.422
20170623,2017,June,2,0,Bleach,175/327,175,ALIVE,1,21:25,21:44,2,2000,843.77,2.37,3.792
20170624,2017,June,2,1,Bleach,175/327,175,ALIVE,1,20:48,21:28,18,18000,843.77,21.333,25.125
20170625,2017,June,2,2,Bleach,175/327,175,ALIVE,1,20:49,21:10,4,4000,843.77,4.741,29.866
20170626,2017,June,2,3,Bleach,175/327,175,ALIVE,1,20:56,21:33,0.2,200,843.77,0.237,30.103
20170627,2017,June,2,4,Bleach,175/327,175,ALIVE,1,20:52,21:24,0.5,500,843.77,0.593,30.696
20170722,2017,July,3,0,Bleach,175/327,175,ALIVE,0,NA,NA,0,0,843.77,0,30.696
20170723,2017,July,3,1,Bleach,175/327,175,ALIVE,0,NA,NA,0,0,843.77,0,30.696
20170724,2017,July,3,2,Bleach,175/327,175,ALIVE,0,NA,NA,0,0,843.77,0,30.696
20170725,2017,July,3,3,Bleach,175/327,175,ALIVE,0,NA,NA,0,0,843.77,0,30.696
20170726,2017,July,3,4,Bleach,175/327,175,ALIVE,0,NA,NA,0,0,843.77,0,30.696
