Date,Year,Month,SpawningMonth,Colony.ID,Bundle.ID,Egg.Rep,Area.mm2,Diameter.mm,vol.mm3
20170624,2017,June,2,146/326,B249,5,0.137,0.424,0.039911296
20170624,2017,June,2,146/326,B249,6,0.135,0.42,0.038792353
20170624,2017,June,2,146/326,B249,7,0.128,0.414,0.037153461
20170624,2017,June,2,146/326,B249,8,0.116,0.388,0.03058394
20170624,2017,June,2,146/326,B249,9,0.149,0.447,0.046764988
20170624,2017,June,2,146/326,B249,10,0.133,0.423,0.03962957
20170624,2017,June,2,146/326,B249,11,0.145,0.443,0.045520753
20170624,2017,June,2,146/326,B249,12,0.137,0.423,0.03962957
20170624,2017,June,2,146/326,B249,13,0.136,0.428,0.04105155
20170624,2017,June,2,146/326,B249,14,0.151,0.443,0.045520753
20170624,2017,June,2,146/326,B249,15,0.145,0.431,0.041920849
20170624,2017,June,2,120/328,B255,1,0.164,0.47,0.05436155
20170624,2017,June,2,120/328,B255,2,0.167,0.474,0.05576135
20170624,2017,June,2,120/328,B255,3,0.17,0.469,0.054015299
20170624,2017,June,2,120/328,B255,4,0.166,0.461,0.051298071
20170624,2017,June,2,120/328,B255,5,0.154,0.451,0.048031691
20170624,2017,June,2,120/328,B255,6,0.142,0.452,0.048351902
20170624,2017,June,2,120/328,B255,7,0.17,0.464,0.052306083
20170624,2017,June,2,120/328,B255,8,0.16,0.457,0.049974316
20170624,2017,June,2,120/328,B255,9,0.172,0.469,0.054015299
20170624,2017,June,2,120/328,B255,10,0.165,0.471,0.054709277
20170624,2017,June,2,120/328,B255,11,0.162,0.458,0.050303093
20170624,2017,June,2,120/328,B255,12,0.171,0.48,0.057905787
20170624,2017,June,2,120/328,B255,13,0.167,0.467,0.053327214
20170624,2017,June,2,120/328,B256,1,0.169,0.464,0.052306083
20170624,2017,June,2,120/328,B256,2,0.153,0.442,0.045213181
20170624,2017,June,2,120/328,B256,3,0.165,0.463,0.051968625
20170624,2017,June,2,120/328,B256,4,0.159,0.447,0.046764988
20170624,2017,June,2,120/328,B256,5,0.153,0.45,0.047712898
20170624,2017,June,2,120/328,B256,6,0.153,0.444,0.045829716
20170624,2017,June,2,120/328,B256,7,0.157,0.445,0.046140074
20170624,2017,June,2,120/328,B256,8,0.164,0.457,0.049974316
20170624,2017,June,2,120/328,B256,9,0.164,0.459,0.050633309
20170624,2017,June,2,120/328,B256,10,0.16,0.466,0.052985374
20170624,2017,June,2,120/328,B256,11,0.161,0.454,0.048996585
20170624,2017,June,2,120/328,B257,1,0.151,0.451,0.048031691
20170624,2017,June,2,120/328,B257,2,0.143,0.438,0.043996749
20170624,2017,June,2,120/328,B257,3,0.155,0.461,0.051298071
20170624,2017,June,2,120/328,B257,4,0.142,0.437,0.043696089
20170624,2017,June,2,120/328,B257,5,0.126,0.41,0.036086921
20170624,2017,June,2,120/328,B257,6,0.16,0.47,0.05436155
20170624,2017,June,2,120/328,B257,7,0.153,0.459,0.050633309
20170624,2017,June,2,120/328,B257,8,0.164,0.467,0.053327214
20170624,2017,June,2,120/328,B257,9,0.158,0.461,0.051298071
20170624,2017,June,2,120/328,B257,10,0.152,0.452,0.048351902
20170624,2017,June,2,120/328,B257,11,0.146,0.45,0.047712898
20170624,2017,June,2,120/328,B257,12,0.153,0.461,0.051298071
20170624,2017,June,2,120/328,B257,13,0.151,0.454,0.048996585
20170624,2017,June,2,120/328,B257,14,0.15,0.46,0.050964967
20170624,2017,June,2,120/328,B258,1,0.173,0.469,0.054015299
20170624,2017,June,2,120/328,B258,2,0.169,0.467,0.053327214
20170624,2017,June,2,120/328,B258,3,0.167,0.458,0.050303093
20170624,2017,June,2,120/328,B258,4,0.156,0.453,0.048673532
20170624,2017,June,2,120/328,B258,6,0.142,0.426,0.040478746
20170624,2017,June,2,120/328,B258,7,0.167,0.464,0.052306083
20170624,2017,June,2,120/328,B258,8,0.152,0.437,0.043696089
20170624,2017,June,2,120/328,B258,9,0.166,0.472,0.055058484
20170624,2017,June,2,120/328,B258,10,0.166,0.464,0.052306083
20170624,2017,June,2,120/328,B258,11,0.169,0.47,0.05436155
20170624,2017,June,2,120/328,B258,12,0.163,0.461,0.051298071
20170624,2017,June,2,120/328,B258,13,0.175,0.47,0.05436155
20170624,2017,June,2,120/328,B258,14,0.169,0.463,0.051968625
20170624,2017,June,2,120/328,B258,15,0.161,0.448,0.047079549
20170624,2017,June,2,120/328,B259,1,0.181,0.483,0.05899832
20170624,2017,June,2,120/328,B259,2,0.168,0.471,0.054709277
20170624,2017,June,2,120/328,B259,3,0.158,0.464,0.052306083
20170624,2017,June,2,120/328,B259,4,0.183,0.49,0.06160082
20170624,2017,June,2,120/328,B259,5,0.176,0.484,0.059365529
20170624,2017,June,2,120/328,B259,6,0.165,0.474,0.05576135
20170624,2017,June,2,120/328,B259,7,0.176,0.481,0.058268453
20170624,2017,June,2,120/328,B259,8,0.154,0.456,0.049646974
20170624,2017,June,2,118/330,B200,1,0.136,0.42,0.038792353
20170624,2017,June,2,118/330,B200,2,0.162,0.464,0.052306083
20170624,2017,June,2,118/330,B200,3,0.161,0.463,0.051968625
20170624,2017,June,2,118/330,B200,4,0.15,0.438,0.043996749
20170624,2017,June,2,118/330,B200,5,0.162,0.46,0.050964967
20170624,2017,June,2,118/330,B200,6,0.163,0.466,0.052985374
20170624,2017,June,2,118/330,B201,1,0.167,0.467,0.053327214
20170624,2017,June,2,118/330,B201,2,0.143,0.446,0.04645183
20170624,2017,June,2,118/330,B201,3,0.151,0.446,0.04645183
20170624,2017,June,2,118/330,B201,4,0.151,0.454,0.048996585
20170624,2017,June,2,118/330,B201,5,0.148,0.432,0.042213319
20170624,2017,June,2,118/330,B201,6,0.152,0.453,0.048673532
20170624,2017,June,2,118/330,B201,7,0.15,0.447,0.046764988
20170624,2017,June,2,118/330,B201,8,0.158,0.464,0.052306083
20170624,2017,June,2,118/330,B201,9,0.141,0.426,0.040478746
20170624,2017,June,2,118/330,B201,10,0.147,0.454,0.048996585
20170624,2017,June,2,118/330,B202,1,0.183,0.495,0.063505867
20170624,2017,June,2,118/330,B202,2,0.156,0.456,0.049646974
20170624,2017,June,2,118/330,B202,3,0.177,0.486,0.06010451
20170624,2017,June,2,118/330,B202,4,0.177,0.493,0.062739205
20170624,2017,June,2,118/330,B202,5,0.155,0.449,0.047395518
20170624,2017,June,2,118/330,B202,6,0.182,0.497,0.06427875
20170624,2017,June,2,118/330,B202,7,0.184,0.496,0.06389153
20170624,2017,June,2,118/330,B202,8,0.173,0.472,0.055058484
20170624,2017,June,2,118/330,B202,9,0.175,0.479,0.057544629
20170624,2017,June,2,118/330,B203,1,0.173,0.48,0.057905787
20170624,2017,June,2,118/330,B203,2,0.123,0.403,0.034269944
20170624,2017,June,2,118/330,B203,3,0.168,0.484,0.059365529
20170624,2017,June,2,118/330,B203,4,0.168,0.476,0.056470172
20170624,2017,June,2,118/330,B203,5,0.163,0.468,0.053670521
20170624,2017,June,2,118/330,B203,6,0.163,0.466,0.052985374
20170624,2017,June,2,118/330,B204,1,0.167,0.467,0.053327214
20170624,2017,June,2,118/330,B204,2,0.166,0.459,0.050633309
20170624,2017,June,2,118/330,B204,3,0.166,0.456,0.049646974
20170624,2017,June,2,118/330,B204,4,0.159,0.446,0.04645183
20170624,2017,June,2,118/330,B204,5,0.146,0.431,0.041920849
20170624,2017,June,2,118/330,B204,6,0.165,0.465,0.052644998
20170624,2017,June,2,118/330,B204,7,0.153,0.449,0.047395518
20170624,2017,June,2,116/332,B235,1,0.174,0.483,0.05899832
20170624,2017,June,2,116/332,B235,2,0.16,0.457,0.049974316
20170624,2017,June,2,116/332,B235,3,0.177,0.485,0.059734258
20170624,2017,June,2,116/332,B235,4,0.156,0.458,0.050303093
20170624,2017,June,2,116/332,B235,5,0.155,0.458,0.050303093
20170624,2017,June,2,116/332,B235,6,0.176,0.481,0.058268453
20170624,2017,June,2,116/332,B235,7,0.168,0.463,0.051968625
20170624,2017,June,2,116/332,B235,8,0.184,0.49,0.06160082
20170624,2017,June,2,116/332,B235,9,0.181,0.492,0.062358199
20170624,2017,June,2,116/332,B235,10,0.184,0.494,0.06312176
20170624,2017,June,2,116/332,B236,1,0.153,0.433,0.042507146
20170624,2017,June,2,116/332,B236,2,0.146,0.442,0.045213181
20170624,2017,June,2,116/332,B236,3,0.154,0.44,0.0446022
20170624,2017,June,2,116/332,B236,4,0.144,0.433,0.042507146
20170624,2017,June,2,116/332,B236,5,0.15,0.442,0.045213181
20170624,2017,June,2,116/332,B236,6,0.162,0.467,0.053327214
20170624,2017,June,2,116/332,B236,7,0.164,NA,NA
20170624,2017,June,2,116/332,B236,8,0.176,0.477,0.056826825
20170624,2017,June,2,116/332,B236,9,0.152,0.449,0.047395518
20170624,2017,June,2,116/332,B236,10,0.172,0.474,0.05576135
20170624,2017,June,2,116/332,B236,11,0.165,0.466,0.052985374
20170624,2017,June,2,116/332,B236,12,0.172,0.479,0.057544629
20170624,2017,June,2,116/332,B237,1,0.167,0.469,0.054015299
20170624,2017,June,2,116/332,B237,2,0.172,0.476,0.056470172
20170624,2017,June,2,116/332,B237,3,0.154,0.474,0.05576135
20170624,2017,June,2,116/332,B237,4,0.163,0.47,0.05436155
20170624,2017,June,2,116/332,B237,5,0.178,0.488,0.060849599
20170624,2017,June,2,116/332,B237,6,0.178,0.488,0.060849599
20170624,2017,June,2,116/332,B237,7,0.164,0.456,0.049646974
20170624,2017,June,2,116/332,B237,8,0.15,0.454,0.048996585
20170624,2017,June,2,116/332,B237,9,0.164,0.471,0.054709277
20170624,2017,June,2,116/332,B237,10,0.172,0.479,0.057544629
20170624,2017,June,2,116/332,B237,11,0.152,0.438,0.043996749
20170624,2017,June,2,116/332,B237,12,0.146,0.434,0.042802333
20170624,2017,June,2,116/332,B238,1,0.163,0.463,0.051968625
20170624,2017,June,2,116/332,B238,2,0.155,0.453,0.048673532
20170624,2017,June,2,116/332,B238,3,0.155,0.453,0.048673532
20170624,2017,June,2,116/332,B238,4,0.147,0.44,0.0446022
20170624,2017,June,2,116/332,B238,5,0.157,0.451,0.048031691
20170624,2017,June,2,116/332,B238,6,0.144,0.429,0.041339968
20170624,2017,June,2,116/332,B238,7,0.162,0.464,0.052306083
20170624,2017,June,2,116/332,B238,8,0.147,0.438,0.043996749
20170624,2017,June,2,116/332,B238,9,0.144,0.44,0.0446022
20170624,2017,June,2,116/332,B238,10,0.164,0.452,0.048351902
20170624,2017,June,2,116/332,B238,11,0.151,0.445,0.046140074
20170624,2017,June,2,116/332,B238,12,0.136,0.42,0.038792353
20170624,2017,June,2,116/332,B238,13,0.145,0.432,0.042213319
20170624,2017,June,2,116/332,B238,14,0.113,0.389,0.030821024
20170624,2017,June,2,116/332,B238,15,0.164,0.461,0.051298071
20170624,2017,June,2,116/332,B238,16,0.14,0.425,0.040194353
20170624,2017,June,2,116/332,B238,17,0.166,0.458,0.050303093
20170624,2017,June,2,116/332,B239,1,0.173,0.465,0.052644998
20170624,2017,June,2,116/332,B239,2,0.173,0.474,0.05576135
20170624,2017,June,2,116/332,B239,3,0.173,0.472,0.055058484
20170624,2017,June,2,116/332,B239,4,0.166,0.463,0.051968625
20170624,2017,June,2,116/332,B239,5,0.166,0.458,0.050303093
20170624,2017,June,2,116/332,B239,6,0.141,0.414,0.037153461
20170624,2017,June,2,116/332,B239,7,0.168,0.466,0.052985374
20170624,2017,June,2,116/332,B239,8,0.173,0.478,0.057184976
20170624,2017,June,2,116/332,B239,9,0.181,0.487,0.06047629
20170624,2017,June,2,116/332,B239,10,0.181,0.48,0.057905787
20170624,2017,June,2,116/332,B239,11,0.157,0.453,0.048673532
20170624,2017,June,2,116/332,B239,12,0.158,0.443,0.045520753
20170624,2017,June,2,116/332,B239,13,0.18,0.473,0.055409174
20170624,2017,June,2,174/334,B250,1,0.151,0.44,0.0446022
20170624,2017,June,2,174/334,B250,2,0.162,0.459,0.050633309
20170624,2017,June,2,174/334,B250,3,0.154,0.447,0.046764988
20170624,2017,June,2,174/334,B250,4,0.136,0.438,0.043996749
20170624,2017,June,2,174/334,B250,5,0.133,0.461,0.051298071
20170624,2017,June,2,174/334,B250,6,0.134,0.41,0.036086921
20170624,2017,June,2,174/334,B250,7,0.161,0.43,0.041629733
20170624,2017,June,2,174/334,B250,8,0.172,0.476,0.056470172
20170624,2017,June,2,174/334,B250,9,0.151,0.442,0.045213181
20170624,2017,June,2,174/334,B250,10,0.163,0.459,0.050633309
20170624,2017,June,2,174/334,B250,11,0.172,0.477,0.056826825
20170624,2017,June,2,174/334,B251,1,0.153,0.441,0.044906998
20170624,2017,June,2,174/334,B251,2,0.148,0.451,0.048031691
20170624,2017,June,2,174/334,B251,3,0.153,0.442,0.045213181
20170624,2017,June,2,174/334,B251,4,0.175,0.479,0.057544629
20170624,2017,June,2,174/334,B251,5,0.168,0.466,0.052985374
20170624,2017,June,2,174/334,B251,6,0.164,0.459,0.050633309
20170624,2017,June,2,174/334,B251,7,0.164,0.459,0.050633309
20170624,2017,June,2,174/334,B252,1,0.157,0.443,0.045520753
20170624,2017,June,2,174/334,B252,2,0.164,0.452,0.048351902
20170624,2017,June,2,174/334,B252,3,0.133,0.408,0.035561391
20170624,2017,June,2,174/334,B252,4,0.161,0.454,0.048996585
20170624,2017,June,2,174/334,B252,5,0.155,0.444,0.045829716
20170624,2017,June,2,174/334,B252,6,0.158,0.451,0.048031691
20170624,2017,June,2,174/334,B252,7,0.171,0.457,0.049974316
20170624,2017,June,2,174/334,B252,8,0.16,0.444,0.045829716
20170624,2017,June,2,174/334,B252,9,0.152,0.442,0.045213181
20170624,2017,June,2,174/334,B252,10,0.17,0.458,0.050303093
20170624,2017,June,2,174/334,B252,11,0.173,0.455,0.049321065
20170624,2017,June,2,174/334,B253,1,0.165,0.467,0.053327214
20170624,2017,June,2,174/334,B253,2,0.15,0.451,0.048031691
20170624,2017,June,2,174/334,B253,3,0.152,0.451,0.048031691
20170624,2017,June,2,174/334,B253,4,0.162,0.467,0.053327214
20170624,2017,June,2,174/334,B253,5,0.149,0.45,0.047712898
20170624,2017,June,2,174/334,B253,6,0.154,0.451,0.048031691
20170624,2017,June,2,174/334,B253,7,0.173,0.474,0.05576135
20170624,2017,June,2,174/334,B253,8,0.153,0.447,0.046764988
20170624,2017,June,2,174/334,B253,9,0.146,0.441,0.044906998
20170624,2017,June,2,174/334,B253,10,0.159,0.457,0.049974316
20170624,2017,June,2,174/334,B253,11,0.171,0.479,0.057544629
20170624,2017,June,2,174/334,B254,1,0.158,0.448,0.047079549
20170624,2017,June,2,174/334,B254,2,0.162,0.453,0.048673532
20170624,2017,June,2,174/334,B254,3,0.148,0.436,0.043396802
20170624,2017,June,2,174/334,B254,4,0.156,0.459,0.050633309
20170624,2017,June,2,174/334,B254,5,0.156,0.45,0.047712898
20170624,2017,June,2,174/334,B254,6,0.153,0.448,0.047079549
20170624,2017,June,2,174/334,B254,7,0.157,0.452,0.048351902
20170624,2017,June,2,174/334,B254,8,0.175,0.477,0.056826825
20170624,2017,June,2,174/334,B254,9,0.175,0.48,0.057905787
20170624,2017,June,2,124/336,B205,1,0.153,0.4396,0.044480669
20170624,2017,June,2,124/336,B205,2,0.154,0.45429,0.049090537
20170624,2017,June,2,124/336,B205,3,0.153,0.44134,0.045010945
20170624,2017,June,2,124/336,B205,4,0.149,0.43815,0.044041967
20170624,2017,June,2,124/336,B205,5,0.156,0.44997,0.047703356
20170624,2017,June,2,124/336,B205,6,0.151,0.44419,0.045888577
20170624,2017,June,2,124/336,B205,7,0.147,0.43407,0.042823047
20170624,2017,June,2,124/336,B205,8,0.157,0.45259,0.048541492
20170624,2017,June,2,124/336,B205,9,0.158,0.4594,0.050765799
20170624,2017,June,2,124/336,B206,1,0.1372,0.42507,0.040214217
20170624,2017,June,2,124/336,B206,2,0.1539,0.45284,0.048621976
20170624,2017,June,2,124/336,B206,3,0.1502,0.44351,0.04567815
20170624,2017,June,2,124/336,B206,4,0.1514,0.4415,0.045059916
20170624,2017,June,2,124/336,B206,5,0.1505,0.448,0.047079549
20170624,2017,June,2,124/336,B206,6,0.1507,0.44164,0.045102795
20170624,2017,June,2,124/336,B207,1,0.1601,0.44995,0.047696996
20170624,2017,June,2,124/336,B207,2,0.1547,0.44348,0.045668881
20170624,2017,June,2,124/336,B207,3,0.1469,0.42922,0.0414036
20170624,2017,June,2,124/336,B207,4,0.1474,0.43682,0.043642116
20170624,2017,June,2,124/336,B207,5,0.1645,0.45512,0.049360099
20170624,2017,June,2,124/336,B207,6,0.1546,0.44355,0.04569051
20170624,2017,June,2,124/336,B207,7,0.1484,0.43068,0.041827544
20170624,2017,June,2,124/336,B208,1,0.1509,0.45867,0.050524179
20170624,2017,June,2,124/336,B208,2,0.1545,0.45807,0.050326161
20170624,2017,June,2,124/336,B208,3,0.158,0.45147,0.048182014
20170624,2017,June,2,124/336,B208,4,0.1628,0.46013,0.051008189
20170624,2017,June,2,124/336,B208,5,0.1588,0.458,0.050303093
20170624,2017,June,2,124/336,B208,6,0.1579,0.45513,0.049363352
20170624,2017,June,2,124/336,B208,7,0.1573,0.45761,0.050174699
20170624,2017,June,2,124/336,B209,1,0.1563,0.4484,0.047205768
20170624,2017,June,2,124/336,B209,2,0.1526,0.44118,0.044962009
20170624,2017,June,2,124/336,B209,3,0.1617,0.45525,0.049402408
20170624,2017,June,2,124/336,B209,4,0.146,0.43885,0.044253392
20170624,2017,June,2,124/336,B209,5,0.1572,0.45039,0.047837059
20170624,2017,June,2,124/336,B209,6,0.1465,0.42997,0.04162102
20170624,2017,June,2,124/336,B209,7,0.1692,0.46442,0.05244825
20170624,2017,June,2,124/336,B209,8,0.1576,0.45225,0.048432176
20170624,2017,June,2,150/338,B240,1,0.1585,0.44607,0.046473706
20170624,2017,June,2,150/338,B240,2,0.1611,0.44622,0.046520605
20170624,2017,June,2,150/338,B240,3,0.1424,0.42814,0.041091848
20170624,2017,June,2,150/338,B240,4,0.1328,0.41014,0.0361239
20170624,2017,June,2,150/338,B240,5,0.1536,0.43579,0.043334125
20170624,2017,June,2,150/338,B240,6,0.1409,0.42471,0.040112129
20170624,2017,June,2,150/338,B240,7,0.1456,0.42179,0.039290458
20170624,2017,June,2,150/338,B240,8,0.1659,0.45126,0.04811481
20170624,2017,June,2,150/338,B241,1,0.1661,0.45859,0.050497746
20170624,2017,June,2,150/338,B241,2,0.1492,0.43275,0.042433562
20170624,2017,June,2,150/338,B241,3,0.1577,0.44854,0.047249998
20170624,2017,June,2,150/338,B241,4,0.1595,0.45266,0.048564018
20170624,2017,June,2,150/338,B241,5,0.1434,0.43825,0.044072129
20170624,2017,June,2,150/338,B241,6,0.1457,0.43666,0.043594177
20170624,2017,June,2,150/338,B241,7,0.1508,0.43933,0.04439876
20170624,2017,June,2,150/338,B241,8,0.1495,0.43877,0.044229195
20170624,2017,June,2,150/338,B241,9,0.1471,0.43663,0.043585193
20170624,2017,June,2,150/338,B241,10,0.151,0.4396,0.044480669
20170624,2017,June,2,150/338,B241,11,0.1576,0.45111,0.048066845
20170624,2017,June,2,150/338,B241,12,0.1417,0.43192,0.042189871
20170624,2017,June,2,150/338,B241,13,0.1385,0.41636,0.037792468
20170624,2017,June,2,150/338,B242,1,0.1565,0.45481,0.049259304
20170624,2017,June,2,150/338,B242,2,0.1607,0.45728,0.050066228
20170624,2017,June,2,150/338,B242,3,0.1577,0.45118,0.048089225
20170624,2017,June,2,150/338,B242,4,0.1564,0.44871,0.047303742
20170624,2017,June,2,150/338,B242,5,0.1437,0.43754,0.043858275
20170624,2017,June,2,150/338,B242,6,0.151,0.44991,0.047684276
20170624,2017,June,2,150/338,B242,7,0.1538,0.4516,0.048223647
20170624,2017,June,2,150/338,B243,1,0.1443,0.4336,0.042684095
20170624,2017,June,2,150/338,B243,2,0.1441,0.43001,0.041632637
20170624,2017,June,2,150/338,B243,3,0.1585,0.45601,0.04965024
20170624,2017,June,2,150/338,B243,4,0.1362,0.42763,0.040945177
20170624,2017,June,2,150/338,B243,5,0.1609,0.45938,0.050759169
20170624,2017,June,2,150/338,B243,6,0.1571,0.44955,0.047569903
20170624,2017,June,2,150/338,B243,7,0.1532,0.4447,0.04604682
20170624,2017,June,2,150/338,B243,8,0.1546,0.44753,0.04693153
20170624,2017,June,2,150/338,B243,9,0.1491,0.43972,0.044517105
20170624,2017,June,2,150/338,B243,10,0.1596,0.45809,0.050332753
20170624,2017,June,2,150/338,B243,11,0.1592,0.45438,0.049119719
20170624,2017,June,2,150/338,B244,1,0.1654,0.47151,0.054887188
20170624,2017,June,2,150/338,B244,2,0.157,0.46088,0.051258022
20170624,2017,June,2,150/338,B244,3,0.1317,0.41317,0.03693045
20170624,2017,June,2,150/338,B244,4,0.1581,0.4588,0.050567151
20170624,2017,June,2,150/338,B244,5,0.1585,0.4562,0.049712328
20170624,2017,June,2,150/338,B244,6,0.1721,0.47269,0.055300302
20170624,2017,June,2,150/338,B244,7,0.1483,0.44098,0.044900888
20170624,2017,June,2,150/338,B244,8,0.1553,0.44825,0.04715841
20170624,2017,June,2,150/338,B244,9,0.1359,0.41638,0.037797914
20170624,2017,June,2,150/338,B244,10,0.1486,0.44315,0.045567008
20170624,2017,June,2,175/327,B210,1,0.1485,0.43854,0.044159677
20170624,2017,June,2,175/327,B210,2,0.1764,0.4749,0.056079582
20170624,2017,June,2,175/327,B210,3,0.1757,0.48175,0.058541443
20170624,2017,June,2,175/327,B210,4,0.1763,0.47587,0.056423917
20170624,2017,June,2,175/327,B210,5,0.162,0.45405,0.049012775
20170624,2017,June,2,175/327,B210,6,0.1771,0.47718,0.056891182
20170624,2017,June,2,175/327,B210,7,0.1701,0.47136,0.054834821
20170624,2017,June,2,175/327,B210,8,0.173,0.48484,0.059675159
20170624,2017,June,2,175/327,B210,9,0.1815,0.48519,0.059804488
20170624,2017,June,2,175/327,B210,10,0.1763,0.48348,0.059174391
20170624,2017,June,2,175/327,B210,11,0.1599,0.4576,0.05017141
20170624,2017,June,2,175/327,B210,12,0.1555,0.4491,0.047427193
20170624,2017,June,2,175/327,B210,13,0.1331,0.42342,0.039747733
20170624,2017,June,2,175/327,B210,14,0.1848,0.49684,0.06421669
20170624,2017,June,2,175/327,B210,15,0.1722,0.4662,0.053053625
20170624,2017,June,2,175/327,B210,16,0.1747,0.4803,0.058014428
20170624,2017,June,2,175/327,B211,1,0.1746,0.47541,0.056260449
20170624,2017,June,2,175/327,B211,2,0.1528,0.44455,0.04600024
20170624,2017,June,2,175/327,B211,3,0.1719,0.47345,0.055567469
20170624,2017,June,2,175/327,B211,4,0.1626,0.45534,0.049431714
20170624,2017,June,2,175/327,B211,5,0.1507,0.44707,0.046786961
20170624,2017,June,2,175/327,B211,6,0.1697,0.47451,0.055941533
20170624,2017,June,2,175/327,B211,7,0.1694,0.46626,0.053074112
20170624,2017,June,2,175/327,B211,8,0.1624,0.45438,0.049119719
20170624,2017,June,2,175/327,B211,9,0.1453,0.43918,0.044353298
20170624,2017,June,2,175/327,B211,10,0.148,0.43289,0.042474758
20170624,2017,June,2,175/327,B211,11,0.1574,0.44955,0.047569903
20170624,2017,June,2,175/327,B211,12,0.1649,0.46205,0.051649388
20170624,2017,June,2,175/327,B211,13,0.1657,0.46787,0.053625808
20170624,2017,June,2,175/327,B212,1,0.163,0.46206,0.051652741
20170624,2017,June,2,175/327,B212,2,0.1501,0.43501,0.043101857
20170624,2017,June,2,175/327,B212,3,0.166,0.46232,0.051739985
20170624,2017,June,2,175/327,B212,4,0.1517,0.44745,0.046906367
20170624,2017,June,2,175/327,B212,5,0.1668,0.46635,0.053104852
20170624,2017,June,2,175/327,B212,6,0.1625,0.45788,0.050263564
20170624,2017,June,2,175/327,B212,7,0.1606,0.45477,0.049246308
20170624,2017,June,2,175/327,B212,8,0.1614,0.45582,0.049588205
20170624,2017,June,2,175/327,B212,9,0.1738,0.48082,0.058203061
20170624,2017,June,2,175/327,B212,10,0.165,0.45369,0.048896286
20170624,2017,June,2,175/327,B212,11,0.1464,0.43301,0.042510091
20170624,2017,June,2,175/327,B212,12,0.1675,0.47247,0.055223124
20170624,2017,June,2,175/327,B212,13,0.1275,NA,NA
20170624,2017,June,2,175/327,B212,14,0.1593,0.45582,0.049588205
20170624,2017,June,2,175/327,B212,15,0.1692,0.46785,0.053618932
20170624,2017,June,2,175/327,B212,16,0.1622,0.45826,0.050388811
20170624,2017,June,2,175/327,B212,17,0.168,0.46412,0.052346676
20170624,2017,June,2,175/327,B213,1,0.165,0.47424,0.055846094
20170624,2017,June,2,175/327,B213,2,0.1627,0.46469,0.052539778
20170624,2017,June,2,175/327,B213,3,0.1807,0.48841,0.061003099
20170624,2017,June,2,175/327,B213,4,0.1661,0.46628,0.053080942
20170624,2017,June,2,175/327,B213,5,0.1593,0.45652,0.049817013
20170624,2017,June,2,175/327,B213,6,0.159,0.45177,0.048278128
20170624,2017,June,2,175/327,B213,7,0.1773,0.49278,0.062655251
20170624,2017,June,2,175/327,B213,8,0.1342,0.42203,0.039357566
20170624,2017,June,2,175/327,B213,9,0.1749,0.47773,0.057088128
20170624,2017,June,2,175/327,B213,10,0.1696,0.48286,0.058947032
20170624,2017,June,2,175/327,B213,11,0.1757,0.47896,0.057530214
20170624,2017,June,2,175/327,B213,12,0.1653,0.46764,0.053546762
20170624,2017,June,2,175/327,B213,13,0.1622,0.46348,0.052130423
20170624,2017,June,2,175/327,B213,14,0.1663,0.46232,0.051739985
20170624,2017,June,2,175/327,B213,15,0.1727,0.47826,0.057278341
20170624,2017,June,2,175/327,B213,16,0.1654,0.46758,0.053526154
20170624,2017,June,2,175/327,B213,17,0.1678,0.46699,0.053323789
20170624,2017,June,2,175/327,B214,1,0.162,0.45405,0.049012775
20170624,2017,June,2,175/327,B214,2,0.1532,0.44731,0.046862352
20170624,2017,June,2,175/327,B214,3,0.1743,0.47361,0.055623825
20170624,2017,June,2,175/327,B214,4,0.1433,0.43635,0.043501396
20170624,2017,June,2,175/327,B214,5,0.16,0.45884,0.050580378
20170624,2017,June,2,175/327,B214,6,0.1457,0.43445,0.042935612
20170624,2017,June,2,175/327,B214,7,0.1724,0.47947,0.057714186
20170624,2017,June,2,175/327,B214,8,0.1506,0.44192,0.045188635
20170624,2017,June,2,175/327,B214,9,0.1466,0.44593,0.046429962
20170624,2017,June,2,175/327,B214,10,0.1675,0.46354,0.052150671
20170624,2017,June,2,175/327,B214,11,0.1604,0.45513,0.049363352
20170624,2017,June,2,175/327,B214,12,0.1695,0.47239,0.055195077
20170624,2017,June,2,175/327,B214,13,0.1615,0.45391,0.048967452
20170624,2017,June,2,175/327,B214,14,0.1493,0.44226,0.045293016
20170624,2017,June,2,173/331,B215,2,0.1702,0.47387,0.055715483
20170624,2017,June,2,173/331,B216,1,0.1742,0.47614,0.056520014
20170624,2017,June,2,173/331,B217,1,0.1723,0.47918,0.057609526
20170624,2017,June,2,173/331,B218,1,0.1874,0.51558,0.071760663
20170624,2017,June,2,173/331,B219,1,0.1853,0.49907,0.065085261
20170624,2017,June,2,123/333,B220,1,0.1479,0.43952,0.044456389
20170624,2017,June,2,123/333,B220,2,0.1467,0.43568,0.043301319
20170624,2017,June,2,123/333,B220,3,0.1534,0.45462,0.049197594
20170624,2017,June,2,123/333,B220,4,0.1563,0.44538,0.046258377
20170624,2017,June,2,123/333,B220,5,0.1252,0.40513,0.034816208
20170624,2017,June,2,123/333,B220,6,0.1558,0.44706,0.046783822
20170624,2017,June,2,123/333,B220,7,0.1508,0.44261,0.045400634
20170624,2017,June,2,123/333,B220,8,0.1498,0.43916,0.044347239
20170624,2017,June,2,123/333,B221,1,0.1628,0.4608,0.051231334
20170624,2017,June,2,123/333,B221,2,0.1658,0.45996,0.050951673
