Date,Year,Month,SpawningMonth,Colony.ID,Tube.No,EggsPerBundle,Abnormal,Prop.Abnormal
20170625,2017,June,2,117,B341,14,0,0.000
20170625,2017,June,2,117,B343,14,0,0.000
20170625,2017,June,2,116,B349,14,0,0.000
20170625,2017,June,2,121,B353,14,0,0.000
20170625,2017,June,2,125,B360,14,0,0.000
20170626,2017,June,2,149,B367,14,0,0.000
20170626,2017,June,2,146,B389,14,0,0.000
20170626,2017,June,2,146,B390,14,0,0.000
20170624,2017,June,2,146,B249,15,0,0.000
20170625,2017,June,2,173,B319,15,0,0.000
20170625,2017,June,2,117,B344,15,0,0.000
20170625,2017,June,2,116,B350,15,0,0.000
20170624,2017,June,2,175,B210,16,0,0.000
20170625,2017,June,2,124,B330,16,0,0.000
20170625,2017,June,2,120,B336,16,0,0.000
20170625,2017,June,2,117,B340,16,0,0.000
20170626,2017,June,2,121,B376,16,0,0.000
20170624,2017,June,2,175,B213,17,0,0.000
20170624,2017,June,2,116,B238,17,0,0.000
20170625,2017,June,2,175,B311,17,0,0.000
20170625,2017,June,2,121,B351,17,0,0.000
20170626,2017,June,2,120,B396,17,0,0.000
20170625,2017,June,2,120,B338,18,0,0.000
20170626,2017,June,2,121,B377,18,0,0.000
20170626,2017,June,2,120,B400,18,0,0.000
20170625,2017,June,2,121,B352,19,0,0.000
20170625,2017,June,2,120,B337,27,0,0.000
20170625,2017,June,2,120,B339,29,0,0.000
20170624,2017,June,2,125,B227,19,1,0.053
20170626,2017,June,2,121,B378,18,1,0.056
20170624,2017,June,2,175,B212,17,1,0.059
20170623,2017,June,2,173,B142,16,1,0.063
20170625,2017,June,2,121,B354,16,1,0.063
20170623,2017,June,2,175,B165,15,1,0.067
20170623,2017,June,2,125,B136,13,1,0.077
20170623,2017,June,2,173,B145,13,1,0.077
20170624,2017,June,2,149,B233,13,1,0.077
20170625,2017,June,2,124,B333,13,1,0.077
20170624,2017,June,2,116,B236,12,1,0.083
20170625,2017,June,2,124,B331,12,1,0.083
20170623,2017,June,2,173,B144,11,1,0.091
20170623,2017,June,2,146,B151,11,1,0.091
20170624,2017,June,2,120,B256,11,1,0.091
20170625,2017,June,2,174,B304,10,1,0.100
20170625,2017,June,2,116,B346,10,1,0.100
20170625,2017,June,2,150,B359,10,1,0.100
20170626,2017,June,2,174,B403,10,1,0.100
20170627,2017,June,2,149,B507,10,1,0.100
20170624,2017,June,2,174,B254,9,1,0.111
20170625,2017,June,2,124,B334,9,1,0.111
20170623,2017,June,2,175,B161,17,2,0.118
20170623,2017,June,2,116,B160,8,1,0.125
20170624,2017,June,2,123,B223,8,1,0.125
20170623,2017,June,2,125,B140,15,2,0.133
20170624,2017,June,2,117,B263,7,1,0.143
20170625,2017,June,2,118,B328,7,1,0.143
20170625,2017,June,2,116,B345,7,1,0.143
20170626,2017,June,2,149,B370,13,2,0.154
20170625,2017,June,2,174,B300,6,1,0.167
20170625,2017,June,2,116,B348,6,1,0.167
20170625,2017,June,2,150,B356,6,1,0.167
20170623,2017,June,2,125,B138,11,2,0.182
20170623,2017,June,2,125,B139,11,2,0.182
20170624,2017,June,2,174,B250,11,2,0.182
20170626,2017,June,2,119,B419,9,2,0.222
20170625,2017,June,2,149,B309,12,3,0.250
20170626,2017,June,2,116,B410,7,2,0.286
20170625,2017,June,2,174,B301,6,2,0.333
20170626,2017,June,2,116,B409,6,2,0.333
20170623,2017,June,2,116,B157,12,4,0.333
20170623,2017,June,2,146,B152,8,3,0.375
20170625,2017,June,2,149,B306,11,5,0.455
20170623,2017,June,2,116,B156,14,7,0.500
20170625,2017,June,2,118,B327,7,6,0.857
20170626,2017,June,2,117,B395,9,8,0.889
20170626,2017,June,2,121,B380,NA,NA,NA
20170627,2017,June,2,117,B512,11,NA,NA
20170525,2017,May,1,118,F907,6,0,0.000
20170526,2017,May,1,146,B019,7,0,0.000
20170526,2017,May,1,118,B034,7,0,0.000
20170527,2017,May,1,146,B045,7,0,0.000
20170525,2017,May,1,146,F916,7,0,0.000
20170526,2017,May,1,149,B007,8,0,0.000
20170526,2017,May,1,118,B033,8,0,0.000
20170526,2017,May,1,118,B035,9,0,0.000
20170527,2017,May,1,117,B036,9,0,0.000
20170525,2017,May,1,118,F905,9,0,0.000
20170526,2017,May,1,146,B020,10,0,0.000
20170526,2017,May,1,116,B023,10,0,0.000
20170526,2017,May,1,117,B027,10,0,0.000
20170527,2017,May,1,149,B046,10,0,0.000
20170527,2017,May,1,149,B047,10,0,0.000
20170527,2017,May,1,149,B048,10,0,0.000
20170526,2017,May,1,124,B003,11,0,0.000
20170526,2017,May,1,124,B005,11,0,0.000
20170526,2017,May,1,175,B014,11,0,0.000
20170526,2017,May,1,116,B025,11,0,0.000
20170525,2017,May,1,146,F914,11,0,0.000
20170526,2017,May,1,124,B004,12,0,0.000
20170526,2017,May,1,146,B016,12,0,0.000
20170526,2017,May,1,146,B017,12,0,0.000
20170526,2017,May,1,116,B024,12,0,0.000
20170527,2017,May,1,117,B037,12,0,0.000
20170527,2017,May,1,117,B039,12,0,0.000
20170527,2017,May,1,146,B042,12,0,0.000
20170525,2017,May,1,125,F866,12,0,0.000
20170526,2017,May,1,149,B006,13,0,0.000
20170526,2017,May,1,146,B018,13,0,0.000
20170527,2017,May,1,149,B049,13,0,0.000
20170526,2017,May,1,149,B010,14,0,0.000
20170526,2017,May,1,175,B011,14,0,0.000
20170526,2017,May,1,175,B012,14,0,0.000
20170527,2017,May,1,146,B044,14,0,0.000
20170526,2017,May,1,124,B001,15,0,0.000
20170526,2017,May,1,149,B008,15,0,0.000
20170526,2017,May,1,175,B013,15,0,0.000
20170526,2017,May,1,117,B030,15,0,0.000
20170525,2017,May,1,125,F864,15,0,0.000
20170525,2017,May,1,125,F868,15,0,0.000
20170526,2017,May,1,149,B009,16,0,0.000
20170525,2017,May,1,125,F865,17,0,0.000
20170525,2017,May,1,125,F867,18,0,0.000
20170525,2017,May,1,175,F873,18,0,0.000
20170526,2017,May,1,118,B032,15,1,0.067
20170527,2017,May,1,117,B040,15,1,0.067
20170525,2017,May,1,175,F871,13,1,0.077
20170525,2017,May,1,175,F872,13,1,0.077
20170527,2017,May,1,117,B038,12,1,0.083
20170527,2017,May,1,146,B041,12,1,0.083
20170525,2017,May,1,175,F870,12,1,0.083
20170525,2017,May,1,146,F918,12,1,0.083
20170526,2017,May,1,116,B021,11,1,0.091
20170527,2017,May,1,149,B050,8,1,0.125
20170525,2017,May,1,146,F915,8,1,0.125
20170526,2017,May,1,175,B015,13,2,0.154
20170525,2017,May,1,175,F869,13,2,0.154
20170525,2017,May,1,146,F917,12,2,0.167
20170526,2017,May,1,149,B075,11,2,0.182
20170526,2017,May,1,118,B031,10,2,0.200
20170525,2017,May,1,118,F904,9,2,0.222
20170525,2017,May,1,118,F906,8,2,0.250
20170527,2017,May,1,146,B043,5,5,1.000
